Programma;Missione;Descrizione Missione;Componente;Descrizione Componente;ID Misura;Codice Univoco Misura;Descrizione Misura;ID Submisura;Codice CID;Codice Univoco submisura;Descrizione Submisura;Amministrazione Titolare;Importo Totale;Campo d’intervento Clima;Coefficiente TAG Clima;Campo d’intervento Digitale;Coefficiente TAG Digitale;Importo Contribuzione al Clima;Importo Contribuzione al Digitale
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.4;M2C2I1.04;Sviluppo del biometano, secondo criteri per promuovere l'economia circolare;M2C2I1.4;M2C2I1.4;M2C2I1.04.00;Sviluppo del biometano, secondo criteri per promuovere l'economia circolare;MASE - Amb Sic Ener;15000000;084 - Digitalizzazione dei trasporti: altri modi di trasporto;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I2.1;M2C2I2.01;Rafforzamento smart grid;M2C2I2.1;M2C2I2.1;M2C2I2.01.00;Rafforzamento smart grid;MASE - Amb Sic Ener;3610000000;033 - Sistemi energetici intelligenti (comprese le reti intelligenti e i sistemi TIC) e relativo stoccaggio;100;033 - Sistemi energetici intelligenti (comprese le reti intelligenti e i sistemi TIC) e relativo stoccaggio;40;3610000000;1444000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I2.2;M2C2I2.02;Interventi su resilienza climatica delle reti;M2C2I2.2;M2C2I2.2;M2C2I2.02.00;Interventi su resilienza climatica delle reti;MASE - Amb Sic Ener;500000000;037 - Misure di adattamento ai cambiamenti climatici e prevenzione e gestione dei rischi connessi al clima: altri rischi, per esempio tempeste e siccità (comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture di gestione delle catastrofi e gli approcci basati sugli ecosistemi);100;N/A;N/A;500000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.1;M2C2I3.01;Produzione di idrogeno in aree industriali dismesse (hydrogen valleys);M2C2I3.1;M2C2I3.1;M2C2I3.01.00;Produzione di idrogeno in aree industriali dismesse (hydrogen valleys);MASE - Amb Sic Ener;500000000;032 - Altre energie rinnovabili (compresa l'energia geotermica);100;N/A;N/A;500000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.2;M2C2I3.02;Utilizzo dell'idrogeno in settori hard-to-abate;M2C2I3.2;M2C2I3.2;M2C2I3.02.00;Utilizzo dell'idrogeno in settori hard-to-abate;MASE - Amb Sic Ener;1600000000;007 - Attività di ricerca e innovazione in microimprese, comprese le attività in rete (ricerca industriale, sviluppo sperimentale, studi di fattibilità);0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.2;M2C2I3.02;Utilizzo dell'idrogeno in settori hard-to-abate;M2C2I3.2;M2C2I3.2;M2C2I3.02.00;Utilizzo dell'idrogeno in settori hard-to-abate;MASE - Amb Sic Ener;400000000;027 - Sostegno alle imprese che forniscono servizi che contribuiscono all'economia a basse emissioni di carbonio e alla resilienza ai cambiamenti climatici, comprese le misure di sensibilizzazione;100;N/A;N/A;400000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.3;M2C2I3.03;Sperimentazione dell'idrogeno per il trasporto stradale;M2C2I3.3;M2C2I3.3;M2C2I3.03.00;Sperimentazione dell'idrogeno per il trasporto stradale;MIT - Infr e Trasp;230000000;077 - Infrastrutture per combustibili alternativi;100;N/A;N/A;230000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.4;M2C2I3.04;Sperimentazione dell'idrogeno per il trasporto ferroviario;M2C2I3.4;M2C2I3.4;M2C2I3.04.00;Sperimentazione dell'idrogeno per il trasporto ferroviario;MIT - Infr e Trasp;300000000;077 - Infrastrutture per combustibili alternativi;100;N/A;N/A;300000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.5;M2C2I3.05;Ricerca e sviluppo sull'idrogeno;M2C2I3.5;M2C2I3.5;M2C2I3.05.00;Ricerca e sviluppo sull'idrogeno;MASE - Amb Sic Ener;160000000;022 - Processi di ricerca e di innovazione, trasferimento di tecnologie e cooperazione tra imprese incentrate sull'economia a basse emissioni di carbonio, sulla resilienza e sull'adattamento ai cambiamenti climatici;100;N/A;N/A;160000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.1;M2C2I4.01;Rafforzamento mobilità ciclistica (piano nazionale delle ciclovie);M2C2I4.1.1;M2C2I4.1;M2C2I4.01.01;Ciclovie Turistiche;MIT - Infr e Trasp;400000000;075 - Infrastrutture ciclistiche;100;N/A;N/A;400000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.1;M2C2I4.01;Rafforzamento mobilità ciclistica (piano nazionale delle ciclovie);M2C2I4.1.2;M2C2I4.1;M2C2I4.01.02;Ciclovie Urbane;MIT - Infr e Trasp;200000000;075 - Infrastrutture ciclistiche;100;N/A;N/A;200000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.2;M2C2I4.02;Sviluppo trasporto rapido di massa (metropolitana, tram, autobus);M2C2I4.2;M2C2I4.2;M2C2I4.02.00;Sviluppo trasporto rapido di massa (metropolitana, tram, autobus);MIT - Infr e Trasp;3600000000;073 - Infrastrutture di trasporto urbano pulito;100;N/A;N/A;3600000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.3;M2C2I4.03;Installazione di infrastrutture di ricarica elettrica;M2C2I4.3;M2C2I4.3;M2C2I4.03.00;Installazione di infrastrutture di ricarica elettrica;MASE - Amb Sic Ener;741320000;077 - Infrastrutture per combustibili alternativi;100;N/A;N/A;741320000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.1;M2C2I4.4.1;M2C2I4.04.01;Rinnovo del parco autobus regionale per il trasporto pubblico con veicoli a combustibili puliti;MIT - Infr e Trasp;765000000;073 - Infrastrutture di trasporto urbano pulito;100;N/A;N/A;765000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.1;M2C2I4.4.1;M2C2I4.04.01;Rinnovo del parco autobus regionale per il trasporto pubblico con veicoli a combustibili puliti;MIT - Infr e Trasp;1650000000;074 - Materiale rotabile di trasporto urbano pulito;100;N/A;N/A;1650000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.2;M2C2I4.4.2;M2C2I4.04.02;Rinnovo del parco ferroviario regionale per il trasporto pubblico con treni alimentati con combustibili puliti e servizio universale;MIT - Infr e Trasp;800000000;072BIS - Infrastrutture ferroviarie mobili a zero emissioni/elettriche;100;N/A;N/A;800000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.3;M2C2I4.4.3;M2C2I4.04.03;Rinnovo del parco veicoli dei Vigili del Fuoco;MINT - Min Interno;17500000;077 - Infrastrutture per combustibili alternativi;100;N/A;N/A;17500000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.3;M2C2I4.4.3;M2C2I4.04.03;Rinnovo del parco veicoli dei Vigili del Fuoco;MINT - Min Interno;122500000;Z99 – Veicoli elettrici Full Electric o Plug-in hybrid;100;N/A;N/A;122500000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.3;M2C2I4.4.3;M2C2I4.04.03;Rinnovo del parco veicoli dei Vigili del Fuoco;MINT - Min Interno;284000000;143 - Rafforzamento della capacità delle autorità dello Stato membro, dei beneficiari e dei partner pertinenti;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.1;M2C2I5.01;Rinnovabili e batterie;M2C2I5.1.1;M2C2I5.1.1;M2C2I5.01.01;Tecnologia fotovoltaica;MIMIT - Imp md Italy;400000000;029 - Energia rinnovabile: solare;100;N/A;N/A;400000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.1;M2C2I5.01;Rinnovabili e batterie;M2C2I5.1.2;M2C2I5.1;M2C2I5.01.02;Industria eolica;MIMIT - Imp md Italy;100000000;028 - Energia rinnovabile: energia eolica;100;N/A;N/A;100000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.1;M2C2I5.01;Rinnovabili e batterie;M2C2I5.1.3;M2C2I5.1.3;M2C2I5.01.03;Industria delle batterie;MIMIT - Imp md Italy;500000000;022 - Processi di ricerca e di innovazione, trasferimento di tecnologie e cooperazione tra imprese incentrate sull'economia a basse emissioni di carbonio, sulla resilienza e sull'adattamento ai cambiamenti climatici;100;N/A;N/A;500000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.2;M2C2I5.02;Idrogeno;M2C2I5.2;M2C2I5.2;M2C2I5.02.00;Idrogeno;MASE - Amb Sic Ener;450000000;022 - Processi di ricerca e di innovazione, trasferimento di tecnologie e cooperazione tra imprese incentrate sull'economia a basse emissioni di carbonio, sulla resilienza e sull'adattamento ai cambiamenti climatici;100;N/A;N/A;450000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.3;M2C2I5.03;Bus elettrici;M2C2I5.3;M2C2I5.3;M2C2I5.03.00;Bus elettrici;MIT - Infr e Trasp;300000000;027 - Sostegno alle imprese che forniscono servizi che contribuiscono all'economia a basse emissioni di carbonio e alla resilienza ai cambiamenti climatici, comprese le misure di sensibilizzazione;100;N/A;N/A;300000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.4;M2C2I5.04;Supporto a start-up e venture capital attivi nella transizione ecologica;M2C2I5.4;M2C2I5.4;M2C2I5.04.00;Supporto a start-up e venture capital attivi nella transizione ecologica;MIMIT - Imp md Italy;250000000;022 - Processi di ricerca e di innovazione, trasferimento di tecnologie e cooperazione tra imprese incentrate sull'economia a basse emissioni di carbonio, sulla resilienza e sull'adattamento ai cambiamenti climatici;100;N/A;N/A;250000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I1.1;M2C3I1.01;Costruzione di nuove scuole mediante la sostituzione di edifici;M2C3I1.1;M2C3I1.1;M2C3I1.01.00;Costruzione di nuove scuole mediante la sostituzione di edifici;MIM - Istr e Merito;800000000;025TER - Costruzione di nuovi edifici efficienti sotto il profilo energetico;40;N/A;N/A;320000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I1.2;M2C3I1.02;Costruzione di edifici, riqualificazione e rafforzamento dei beni immobili dell'amministrazione della giustizia;M2C3I1.2;M2C3I1.2;M2C3I1.02.00;Costruzione di edifici, riqualificazione e rafforzamento dei beni immobili dell'amministrazione della giustizia;MIG - Min Giustizia;113785000;026 - Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica e misure relative all'efficienza energetica per tali infrastrutture, progetti dimostrativi e misure di sostegno;40;N/A;N/A;45514000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I1.2;M2C3I1.02;Costruzione di edifici, riqualificazione e rafforzamento dei beni immobili dell'amministrazione della giustizia;M2C3I1.2;M2C3I1.2;M2C3I1.02.00;Costruzione di edifici, riqualificazione e rafforzamento dei beni immobili dell'amministrazione della giustizia;MIG - Min Giustizia;19469000;038 - Prevenzione e gestione dei rischi naturali non connessi al clima (come i terremoti) e dei rischi collegati alle attività umane (per esempio incidenti tecnologici), comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture per la gestione delle catastrofi e gli approcci basati sugli ecosistemi;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I1.2;M2C3I1.02;Costruzione di edifici, riqualificazione e rafforzamento dei beni immobili dell'amministrazione della giustizia;M2C3I1.2;M2C3I1.2;M2C3I1.02.00;Costruzione di edifici, riqualificazione e rafforzamento dei beni immobili dell'amministrazione della giustizia;MIG - Min Giustizia;278485000;131 - Riqualificazione materiale e sicurezza degli spazi pubblici;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I2.1;M2C3I2.01;Rafforzamento dell'Ecobonus e del Sismabonus per l'efficienza energetica e la sicurezza degli edifici;M2C3I2.1;M2C3I2.1;M2C3I2.01.00;Rafforzamento dell'Ecobonus e del Sismabonus per l'efficienza energetica e la sicurezza degli edifici;MASE - Amb Sic Ener;12052800000;025BIS - Rinnovo della dotazione di alloggi sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno conformi ai criteri di efficienza energetica;100;N/A;N/A;12052800000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I2.1;M2C3I2.01;Rafforzamento dell'Ecobonus e del Sismabonus per l'efficienza energetica e la sicurezza degli edifici;M2C3I2.1;M2C3I2.1;M2C3I2.01.00;Rafforzamento dell'Ecobonus e del Sismabonus per l'efficienza energetica e la sicurezza degli edifici;MASE - Amb Sic Ener;1897200000;038 - Prevenzione e gestione dei rischi naturali non connessi al clima (come i terremoti) e dei rischi collegati alle attività umane (per esempio incidenti tecnologici), comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture per la gestione delle catastrofi e gli approcci basati sugli ecosistemi;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I3.1;M2C3I3.01;Promozione di un teleriscaldamento efficiente;M2C3I3.1;M2C3I3.1;M2C3I3.01.00;Promozione di un teleriscaldamento efficiente;MASE - Amb Sic Ener;200000000;034BIS0 - Cogenerazione ad alto rendimento, teleriscaldamento efficiente e teleraffreddamento con basse emissioni del ciclo di vita;100;N/A;N/A;200000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I1.1;M2C4I1.01;Realizzazione di un sistema avanzato ed integrato di monitoraggio e previsione;M2C4I1.1;M2C4I1.1;M2C4I1.01.00;Realizzazione di un sistema avanzato ed integrato di monitoraggio e previsione;MASE - Amb Sic Ener;500000000;035 - Misure di adattamento ai cambiamenti climatici e prevenzione e gestione dei rischi connessi al clima: inondazioni (comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture di gestione delle catastrofi e gli approcci basati sugli ecosistemi);100;N/A;N/A;500000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I2.1;M2C4I2.01;Misure per la gestione del rischio di alluvione e per la riduzione del rischio idrogeologico;M2C4I2.1.A;M2C4I2.1;M2C4I2.01.01;Misure per la gestione del rischio di alluvione e per la riduzione del rischio idrogeologico;MASE - Amb Sic Ener;1287100000;035 - Misure di adattamento ai cambiamenti climatici e prevenzione e gestione dei rischi connessi al clima: inondazioni (comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture di gestione delle catastrofi e gli approcci basati sugli ecosistemi);100;N/A;N/A;1287100000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I2.1;M2C4I2.01;Misure per la gestione del rischio di alluvione e per la riduzione del rischio idrogeologico;M2C4I2.1.B;M2C4I2.1;M2C4I2.01.02;Misure per la gestione del rischio di alluvione e per la riduzione del rischio idrogeologico;PCM - Dip Prot Civil;1200000000;035 - Misure di adattamento ai cambiamenti climatici e prevenzione e gestione dei rischi connessi al clima: inondazioni (comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture di gestione delle catastrofi e gli approcci basati sugli ecosistemi);100;N/A;N/A;1200000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I2.2;M2C4I2.02;Interventi per la resilienza, la valorizzazione del territorio e l'efficienza energetica dei Comuni;M2C4I2.2;M2C4I2.2;M2C4I2.02.00;Interventi per la resilienza, la valorizzazione del territorio e l'efficienza energetica dei Comuni;MINT - Min Interno;3000000000;026 - Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica e misure relative all'efficienza energetica per tali infrastrutture, progetti dimostrativi e misure di sostegno;40;N/A;N/A;1200000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I2.2;M2C4I2.02;Interventi per la resilienza, la valorizzazione del territorio e l'efficienza energetica dei Comuni;M2C4I2.2;M2C4I2.2;M2C4I2.02.00;Interventi per la resilienza, la valorizzazione del territorio e l'efficienza energetica dei Comuni;MINT - Min Interno;3000000000;035 - Misure di adattamento ai cambiamenti climatici e prevenzione e gestione dei rischi connessi al clima: inondazioni (comprese le azioni di sensibilizzazione, la protezione civile, i sistemi e le infrastrutture di gestione delle catastrofi e gli approcci basati sugli ecosistemi);100;N/A;N/A;3000000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I3.1;M2C4I3.01;Tutela e valorizzazione del verde urbano ed extraurbano;M2C4I3.1;M2C4I3.1;M2C4I3.01.00;Tutela e valorizzazione del verde urbano ed extraurbano;MASE - Amb Sic Ener;330000000;050 - Tutela della natura e della biodiversità, patrimonio e risorse naturali, infrastrutture verdi e blu;40;N/A;N/A;132000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I3.2;M2C4I3.02;Digitalizzazione dei parchi nazionali;M2C4I3.2.A;M2C4I3.2;M2C4I3.02.01;Digitalizzazione dei parchi nazionali. Conservazione della natura - monitoraggio delle pressioni e delle minacce su specie e habitat e del cambiamento climatico;MASE - Amb Sic Ener;82000000;050 - Tutela della natura e della biodiversità, patrimonio e risorse naturali, infrastrutture verdi e blu;40;N/A;N/A;32800000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I3.2;M2C4I3.02;Digitalizzazione dei parchi nazionali;M2C4I3.2.B;M2C4I3.2;M2C4I3.02.02;Digitalizzazione dei parchi nazionali. Servizi digitali ai visitatori dei parchi nazionali e delle aree marine protette;MASE - Amb Sic Ener;14000000;054 - TIC: reti a banda larga ad altissima capacità (accesso/linea locale con prestazioni equivalenti a un'installazione in fibra ottica fino alla stazione di base per comunicazioni senza fili avanzate);0;054TER - Connettività mobile dei dati con un'ampia copertura territoriale;100;0;14000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I3.2;M2C4I3.02;Digitalizzazione dei parchi nazionali;M2C4I3.2.C;M2C4I3.2;M2C4I3.02.03;Digitalizzazione dei parchi nazionali. Semplificazione amministrativa - Digitalizzazione e semplificazione delle procedure per i servizi forniti dai Parchi e dalle Aree Marine Protette.;MASE - Amb Sic Ener;4000000;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;0;011 - Soluzioni TIC, servizi elettronici, applicazioni per l'amministrazione;100;0;4000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I3.3;M2C4I3.03;Rinaturazione dell'area del Po;M2C4I3.3;M2C4I3.3;M2C4I3.03.00;Rinaturazione dell'area del Po;MASE - Amb Sic Ener;357000000;050 - Tutela della natura e della biodiversità, patrimonio e risorse naturali, infrastrutture verdi e blu;40;N/A;N/A;142800000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I3.4;M2C4I3.04;"Bonifica del ""suolo dei siti orfani""";M2C4I3.4;M2C4I3.4;M2C4I3.04.00;"Bonifica del ""suolo dei siti orfani""";MASE - Amb Sic Ener;500000000;046 - Recupero dei siti industriali e dei terreni contaminati;0;N/A;N/A;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I3.5;M2C4I3.05;Ripristino e tutela dei fondali e degli habitat marini;M2C4I3.5;M2C4I3.5;M2C4I3.05.00;Ripristino e tutela dei fondali e degli habitat marini;MASE - Amb Sic Ener;400000000;049 - Protezione, ripristino e uso sostenibile dei siti Natura 2000;40;N/A;N/A;160000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I4.1;M2C4I4.01;Investimenti in infrastrutture idriche primarie per la sicurezza dell'approvvigionamento idrico;M2C4I4.1;M2C4I4.1;M2C4I4.01.00;Investimenti in infrastrutture idriche primarie per la sicurezza dell'approvvigionamento idrico;MIT - Infr e Trasp;2000000000;040 - Gestione delle risorse idriche e loro conservazione (compresa la gestione dei bacini idrografici, misure specifiche di adattamento ai cambiamenti climatici, riutilizzo, riduzione delle perdite);40;N/A;N/A;800000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I4.2;M2C4I4.02;Riduzione delle perdite nelle reti di distribuzione dell'acqua, compresa la digitalizzazione e il monitoraggio delle reti;M2C4I4.2;M2C4I4.2;M2C4I4.02.00;Riduzione delle perdite nelle reti di distribuzione dell'acqua, compresa la digitalizzazione e il monitoraggio delle reti;MIT - Infr e Trasp;900000000;039BIS - Fornitura di acqua per il consumo umano (infrastrutture di estrazione, trattamento, stoccaggio e distribuzione, misure di e fficienza idrica, approvvigionamento di acqua potabile) conformemente ai criteri di efficienza;40;N/A;N/A;360000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I4.3;M2C4I4.03;Investimenti nella resilienza dell'agrosistema irriguo per una migliore gestione delle risorse idriche;M2C4I4.3;M2C4I4.3;M2C4I4.03.00;Investimenti nella resilienza dell'agrosistema irriguo per una migliore gestione delle risorse idriche;MASAF - Agr SovAl Fo;880000000;040 - Gestione delle risorse idriche e loro conservazione (compresa la gestione dei bacini idrografici, misure specifiche di adattamento ai cambiamenti climatici, riutilizzo, riduzione delle perdite);40;N/A;N/A;352000000;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I4.4;M2C4I4.04;Investimenti in fognatura e depurazione;M2C4I4.4;M2C4I4.4;M2C4I4.04.00;Investimenti in fognatura e depurazione;MASE - Amb Sic Ener;600000000;041BIS - Raccolta e trattamento delle acque reflue conformemente ai criteri di efficienza energetica;40;N/A;N/A;240000000;0
PNRR;M3;Infrastrutture per una mobilità sostenibile;M3C1;Investimenti sulla rete ferroviaria;M3C1I1.1;M3C1I1.01;Collegamenti ferroviari ad Alta Velocità verso il Sud per passeggeri e merci;M3C1I1.1.1;M3C1I1.1;M3C1I1.01.01;Collegamenti ferroviari ad Alta Velocità con il Mezzogiorno per passeggeri e merci (Napoli - Bari);MIT - Infr e Trasp;1400000000;064 - Linee ferroviarie di nuova costruzione o ristrutturate- rete centrale TEN-T;100;N/A;N/A;1400000000;0
PNRR;M3;Infrastrutture per una mobilità sostenibile;M3C1;Investimenti sulla rete ferroviaria;M3C1I1.1;M3C1I1.01;Collegamenti ferroviari ad Alta Velocità verso il Sud per passeggeri e merci;M3C1I1.1.2;M3C1I1.1;M3C1I1.01.02;Collegamenti ferroviari ad Alta Velocità con il Mezzogiorno per passeggeri e merci (Palermo-Catania);MIT - Infr e Trasp;1440000000;064 - Linee ferroviarie di nuova costruzione o ristrutturate- rete centrale TEN-T;100;N/A;N/A;1440000000;0
PNRR;M3;Infrastrutture per una mobilità sostenibile;M3C1;Investimenti sulla rete ferroviaria;M3C1I1.1;M3C1I1.01;Collegamenti ferroviari ad Alta Velocità verso il Sud per passeggeri e merci;M3C1I1.1.3;M3C1I1.1;M3C1I1.01.03;Collegamenti ferroviari ad Alta Velocità con il Mezzogiorno per passeggeri e merci (Salerno-Reggio Calabria);MIT - Infr e Trasp;1800000000;064 - Linee ferroviarie di nuova costruzione o ristrutturate- rete centrale TEN-T;100;N/A;N/A;1800000000;0
PNRR;M3;Infrastrutture per una mobilità sostenibile;M3C1;Investimenti sulla rete ferroviaria;M3C1I1.2;M3C1I1.02;Linee ad alta velocità nel Nord che collegano all'Europa;M3C1I1.2.1;M3C1I1.2;M3C1I1.02.01;Linee di collegamento ad Alta Velocità con l’Europa nel Nord (Brescia-Verona-Vicenza - Padova);MIT - Infr e Trasp;3670000000;064 - Linee ferroviarie di nuova costruzione o ristrutturate- rete centrale TEN-T;100;N/A;N/A;3670000000;0
PNRR;M3;Infrastrutture per una mobilità sostenibile;M3C1;Investimenti sulla rete ferroviaria;M3C1I1.2;M3C1I1.02;Linee ad alta velocità nel Nord che collegano all'Europa;M3C1I1.2.2;M3C1I1.2;M3C1I1.02.02;Linee di collegamento ad Alta Velocità con l’Europa nel Nord (Liguria-Alpi);MIT - Infr e Trasp;3970140000;064 - Linee ferroviarie di nuova costruzione o ristrutturate- rete centrale TEN-T;100;N/A;N/A;3970140000;0
PNRR;M3;Infrastrutture per una mobilità sostenibile;M3C1;Investimenti sulla rete ferroviaria;M3C1I1.2;M3C1I1.02;Linee ad alta velocità nel Nord che collegano all'Europa;M3C1I1.2.3;M3C1I1.2;M3C1I1.02.03;Linee di collegamento ad Alta Velocità con l’Europa nel Nord (Verona-Brennero - opere di adduzione);MIT - Infr e Trasp;930000000;065 - Linee ferroviarie di nuova costruzione o ristrutturate- rete globale TEN-T;100;N/A;N/A;930000000;0
